<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.08.26	10:45:00	1.81517	1.81594	1.81503	1.81555	117	0	42
2019.08.26	10:46:00	1.81559	1.81563	1.81506	1.81529	78	0	36
2019.08.26	10:47:00	1.81529	1.81538	1.81495	1.81495	58	0	40
2019.08.26	10:48:00	1.81485	1.81521	1.81485	1.81498	84	0	41
2019.08.26	10:49:00	1.81498	1.81567	1.81493	1.81563	92	0	39
2019.08.26	10:50:00	1.81561	1.81572	1.81535	1.81551	125	0	39
2019.08.26	10:51:00	1.81547	1.81624	1.81547	1.81592	97	0	40
2019.08.26	10:52:00	1.81591	1.81624	1.81556	1.81563	91	0	40
2019.08.26	10:53:00	1.81561	1.81562	1.81481	1.81483	75	0	38
2019.08.26	10:54:00	1.81483	1.81483	1.81427	1.81431	97	0	38
2019.08.26	10:55:00	1.81436	1.81478	1.81412	1.81413	96	0	36
2019.08.26	10:56:00	1.81416	1.81476	1.81414	1.81448	77	0	34
2019.08.26	10:57:00	1.81448	1.81481	1.81439	1.81470	59	0	39
2019.08.26	10:58:00	1.81465	1.81496	1.81465	1.81489	39	0	41
2019.08.26	10:59:00	1.81489	1.81566	1.81425	1.81430	56	0	34
2019.08.26	11:00:00	1.81440	1.81593	1.81424	1.81582	83	0	46
2019.08.26	11:01:00	1.81578	1.81584	1.81471	1.81471	41	0	30
2019.08.26	11:02:00	1.81477	1.81536	1.81477	1.81515	99	0	42
2019.08.26	11:03:00	1.81515	1.81620	1.81512	1.81604	79	0	42
2019.08.26	11:04:00	1.81595	1.81629	1.81572	1.81597	68	0	40
2019.08.26	11:05:00	1.81593	1.81603	1.81571	1.81597	78	0	40
2019.08.26	11:06:00	1.81597	1.81617	1.81588	1.81608	74	0	37
2019.08.26	11:07:00	1.81608	1.81608	1.81546	1.81546	85	0	31
2019.08.26	11:08:00	1.81545	1.81600	1.81545	1.81576	69	0	41
2019.08.26	11:09:00	1.81576	1.81585	1.81510	1.81518	80	0	34
2019.08.26	11:10:00	1.81518	1.81548	1.81480	1.81510	68	0	34
2019.08.26	11:11:00	1.81506	1.81509	1.81438	1.81453	72	0	35
2019.08.26	11:12:00	1.81453	1.81468	1.81398	1.81413	74	0	43
2019.08.26	11:13:00	1.81413	1.81464	1.81413	1.81431	79	0	41
2019.08.26	11:14:00	1.81431	1.81467	1.81428	1.81455	87	0	42
2019.08.26	11:15:00	1.81455	1.81455	1.81397	1.81407	82	0	41
2019.08.26	11:16:00	1.81406	1.81410	1.81352	1.81408	71	0	34
2019.08.26	11:17:00	1.81408	1.81468	1.81408	1.81457	51	0	41
2019.08.26	11:18:00	1.81459	1.81475	1.81430	1.81431	63	0	42
2019.08.26	11:19:00	1.81442	1.81447	1.81393	1.81411	72	0	43
2019.08.26	11:20:00	1.81411	1.81420	1.81338	1.81338	101	0	37
2019.08.26	11:21:00	1.81337	1.81362	1.81306	1.81330	83	0	40
2019.08.26	11:22:00	1.81324	1.81347	1.81323	1.81346	106	0	38
2019.08.26	11:23:00	1.81346	1.81349	1.81272	1.81276	95	0	41
2019.08.26	11:24:00	1.81277	1.81279	1.81152	1.81152	94	0	36
2019.08.26	11:25:00	1.81152	1.81227	1.81140	1.81216	91	0	39
2019.08.26	11:26:00	1.81217	1.81232	1.81201	1.81205	83	0	39
2019.08.26	11:27:00	1.81206	1.81234	1.81199	1.81205	99	0	37
2019.08.26	11:28:00	1.81196	1.81207	1.81151	1.81152	61	0	40
2019.08.26	11:29:00	1.81153	1.81193	1.81153	1.81190	49	0	39
2019.08.26	11:30:00	1.81183	1.81183	1.81132	1.81143	40	0	37
2019.08.26	11:31:00	1.81142	1.81185	1.81142	1.81152	51	0	40
2019.08.26	11:32:00	1.81155	1.81170	1.81136	1.81142	80	0	39
2019.08.26	11:33:00	1.81144	1.81170	1.81133	1.81165	69	0	38
2019.08.26	11:34:00	1.81168	1.81168	1.81091	1.81124	53	0	39
2019.08.26	11:35:00	1.81123	1.81123	1.81078	1.81107	100	0	40
2019.08.26	11:36:00	1.81112	1.81149	1.81103	1.81143	86	0	38
2019.08.26	11:37:00	1.81139	1.81144	1.81051	1.81053	108	0	38
2019.08.26	11:38:00	1.81058	1.81066	1.81036	1.81053	81	0	41
2019.08.26	11:39:00	1.81052	1.81066	1.81008	1.81014	60	0	40
2019.08.26	11:40:00	1.81015	1.81031	1.81000	1.81008	84	0	43
2019.08.26	11:41:00	1.81007	1.81026	1.80993	1.81004	66	0	44
2019.08.26	11:42:00	1.81007	1.81012	1.80937	1.80956	99	0	39
2019.08.26	11:43:00	1.80956	1.80957	1.80909	1.80928	69	0	42
2019.08.26	11:44:00	1.80932	1.80959	1.80916	1.80953	69	0	46
2019.08.26	11:45:00	1.80953	1.80956	1.80924	1.80952	54	0	43
2019.08.26	11:46:00	1.80950	1.80970	1.80942	1.80963	57	0	39
2019.08.26	11:47:00	1.80963	1.80973	1.80952	1.80955	58	0	38
2019.08.26	11:48:00	1.80955	1.81011	1.80941	1.81011	91	0	44
2019.08.26	11:49:00	1.81011	1.81044	1.80997	1.81020	65	0	40
2019.08.26	11:50:00	1.81020	1.81036	1.81003	1.81022	49	0	37
2019.08.26	11:51:00	1.81028	1.81028	1.80986	1.80987	74	0	44
2019.08.26	11:52:00	1.80987	1.81019	1.80978	1.81019	66	0	39
2019.08.26	11:53:00	1.81019	1.81053	1.81015	1.81053	71	0	43
2019.08.26	11:54:00	1.81053	1.81072	1.81037	1.81042	74	0	40
2019.08.26	11:55:00	1.81042	1.81055	1.81027	1.81048	58	0	42
2019.08.26	11:56:00	1.81053	1.81064	1.81035	1.81064	61	0	42
2019.08.26	11:57:00	1.81064	1.81107	1.81063	1.81100	67	0	39
2019.08.26	11:58:00	1.81098	1.81138	1.81091	1.81094	55	0	36
2019.08.26	11:59:00	1.81093	1.81094	1.81054	1.81055	81	0	30
2019.08.26	12:00:00	1.81051	1.81136	1.81046	1.81095	79	0	39
2019.08.26	12:01:00	1.81098	1.81123	1.81086	1.81123	82	0	36
2019.08.26	12:02:00	1.81123	1.81134	1.81069	1.81069	63	0	32
2019.08.26	12:03:00	1.81068	1.81079	1.81038	1.81040	87	0	32
2019.08.26	12:04:00	1.81040	1.81042	1.81009	1.81013	109	0	39
2019.08.26	12:05:00	1.81013	1.81025	1.81005	1.81019	74	0	41
2019.08.26	12:06:00	1.81019	1.81042	1.81002	1.81040	90	0	42
2019.08.26	12:07:00	1.81040	1.81104	1.81040	1.81102	56	0	42
2019.08.26	12:08:00	1.81102	1.81140	1.81094	1.81134	69	0	35
2019.08.26	12:09:00	1.81131	1.81132	1.81082	1.81091	60	0	37
2019.08.26	12:10:00	1.81092	1.81116	1.81085	1.81094	80	0	39
2019.08.26	12:11:00	1.81089	1.81125	1.81083	1.81116	68	0	39
2019.08.26	12:12:00	1.81109	1.81136	1.81094	1.81094	58	0	42
2019.08.26	12:13:00	1.81094	1.81104	1.81088	1.81099	45	0	41
2019.08.26	12:14:00	1.81099	1.81100	1.81079	1.81086	56	0	42
2019.08.26	12:15:00	1.81087	1.81101	1.81070	1.81078	69	0	38
2019.08.26	12:16:00	1.81080	1.81090	1.81058	1.81081	56	0	40
2019.08.26	12:17:00	1.81077	1.81091	1.81067	1.81082	76	0	42
2019.08.26	12:18:00	1.81085	1.81085	1.81057	1.81067	62	0	41
2019.08.26	12:19:00	1.81066	1.81074	1.81056	1.81056	42	0	38
2019.08.26	12:20:00	1.81057	1.81085	1.81051	1.81078	58	0	41
2019.08.26	12:21:00	1.81078	1.81105	1.81078	1.81095	64	0	41
2019.08.26	12:22:00	1.81095	1.81095	1.81042	1.81043	81	0	43
2019.08.26	12:23:00	1.81043	1.81067	1.81014	1.81028	70	0	35
2019.08.26	12:24:00	1.81028	1.81029	1.81007	1.81009	61	0	35
2019.08.26	12:25:00	1.81009	1.81042	1.81009	1.81024	63	0	34
2019.08.26	12:26:00	1.81024	1.81041	1.81016	1.81031	55	0	35
2019.08.26	12:27:00	1.81023	1.81046	1.81000	1.81046	50	0	37
2019.08.26	12:28:00	1.81041	1.81053	1.81036	1.81044	39	0	37
2019.08.26	12:29:00	1.81049	1.81049	1.81008	1.81008	54	0	36
2019.08.26	12:30:00	1.81008	1.81030	1.80993	1.81012	47	0	37
2019.08.26	12:31:00	1.81012	1.81019	1.80985	1.80997	59	0	36
2019.08.26	12:32:00	1.80997	1.81030	1.80982	1.81016	64	0	37
2019.08.26	12:33:00	1.81016	1.81018	1.80989	1.80989	48	0	42
2019.08.26	12:34:00	1.80994	1.81006	1.80977	1.80983	78	0	41
2019.08.26	12:35:00	1.80968	1.80993	1.80913	1.80971	115	0	38
2019.08.26	12:36:00	1.80971	1.80995	1.80806	1.80885	125	0	37
2019.08.26	12:37:00	1.80894	1.80922	1.80796	1.80796	103	0	38
2019.08.26	12:38:00	1.80793	1.80898	1.80788	1.80891	70	0	39
2019.08.26	12:39:00	1.80891	1.80909	1.80859	1.80891	86	0	40
2019.08.26	12:40:00	1.80879	1.80928	1.80873	1.80926	59	0	41
2019.08.26	12:41:00	1.80925	1.80928	1.80901	1.80924	75	0	39
2019.08.26	12:42:00	1.80921	1.80933	1.80914	1.80922	36	0	38
2019.08.26	12:43:00	1.80922	1.80957	1.80918	1.80950	75	0	35
2019.08.26	12:44:00	1.80948	1.80952	1.80927	1.80949	63	0	35
2019.08.26	12:45:00	1.80948	1.80951	1.80889	1.80907	71	0	35
2019.08.26	12:46:00	1.80907	1.80907	1.80831	1.80831	50	0	31
2019.08.26	12:47:00	1.80831	1.80838	1.80793	1.80809	55	0	35
2019.08.26	12:48:00	1.80809	1.80847	1.80809	1.80847	79	0	34
2019.08.26	12:49:00	1.80847	1.80858	1.80828	1.80853	54	0	33
2019.08.26	12:50:00	1.80863	1.80868	1.80826	1.80855	49	0	30
2019.08.26	12:51:00	1.80855	1.80865	1.80840	1.80840	56	0	37
2019.08.26	12:52:00	1.80840	1.80930	1.80828	1.80901	131	0	36
2019.08.26	12:53:00	1.80902	1.81027	1.80879	1.81021	148	0	35
2019.08.26	12:54:00	1.81019	1.81063	1.81001	1.81024	161	0	36
2019.08.26	12:55:00	1.81023	1.81031	1.80963	1.81027	143	0	35
2019.08.26	12:56:00	1.81022	1.81039	1.80997	1.81011	106	0	37
2019.08.26	12:57:00	1.81009	1.81013	1.80958	1.80996	119	0	40
2019.08.26	12:58:00	1.80989	1.81044	1.80989	1.81029	105	0	39
2019.08.26	12:59:00	1.81029	1.81049	1.80988	1.80995	101	0	40
2019.08.26	13:00:00	1.80995	1.80995	1.80942	1.80990	111	0	37
2019.08.26	13:01:00	1.80986	1.80997	1.80955	1.80962	62	0	34
2019.08.26	13:02:00	1.80962	1.81055	1.80962	1.81039	104	0	38
2019.08.26	13:03:00	1.81039	1.81066	1.81012	1.81052	98	0	41
2019.08.26	13:04:00	1.81051	1.81051	1.80975	1.80975	99	0	42
2019.08.26	13:05:00	1.80975	1.80986	1.80938	1.80950	73	0	41
2019.08.26	13:06:00	1.80952	1.80952	1.80907	1.80929	76	0	36
2019.08.26	13:07:00	1.80930	1.80950	1.80918	1.80934	81	0	38
2019.08.26	13:08:00	1.80934	1.80986	1.80934	1.80986	74	0	40
2019.08.26	13:09:00	1.80986	1.80987	1.80923	1.80923	18	0	35
2019.08.26	13:10:00	1.80923	1.80928	1.80884	1.80903	50	0	38
2019.08.26	13:11:00	1.80891	1.80977	1.80891	1.80977	60	0	41
2019.08.26	13:12:00	1.80977	1.80981	1.80960	1.80975	29	0	41
2019.08.26	13:13:00	1.80975	1.81009	1.80963	1.81009	55	0	41
2019.08.26	13:14:00	1.81009	1.81020	1.80962	1.80963	40	0	30
2019.08.26	13:15:00	1.80976	1.80983	1.80911	1.80911	43	0	35
2019.08.26	13:16:00	1.80913	1.80938	1.80906	1.80927	55	0	38
2019.08.26	13:17:00	1.80932	1.80969	1.80926	1.80957	48	0	38
2019.08.26	13:18:00	1.80957	1.80969	1.80906	1.80916	52	0	36
2019.08.26	13:19:00	1.80911	1.80919	1.80823	1.80830	69	0	38
2019.08.26	13:20:00	1.80830	1.80837	1.80803	1.80816	77	0	35
2019.08.26	13:21:00	1.80816	1.80878	1.80816	1.80871	76	0	36
2019.08.26	13:22:00	1.80862	1.80876	1.80850	1.80876	72	0	40
2019.08.26	13:23:00	1.80876	1.80904	1.80866	1.80866	56	0	40
2019.08.26	13:24:00	1.80866	1.80877	1.80843	1.80877	47	0	40
2019.08.26	13:25:00	1.80884	1.80888	1.80846	1.80881	76	0	35
2019.08.26	13:26:00	1.80882	1.80902	1.80870	1.80870	60	0	40
2019.08.26	13:27:00	1.80889	1.80999	1.80889	1.80998	59	0	36
2019.08.26	13:28:00	1.80998	1.81001	1.80977	1.80981	53	0	34
2019.08.26	13:29:00	1.80980	1.81008	1.80980	1.81000	38	0	38
2019.08.26	13:30:00	1.80999	1.81027	1.80999	1.81007	54	0	37
2019.08.26	13:31:00	1.80997	1.81006	1.80981	1.80995	66	0	38
2019.08.26	13:32:00	1.80990	1.81041	1.80977	1.81038	75	0	35
2019.08.26	13:33:00	1.81038	1.81054	1.81027	1.81035	92	0	38
2019.08.26	13:34:00	1.81034	1.81043	1.81002	1.81008	54	0	40
2019.08.26	13:35:00	1.81012	1.81017	1.80999	1.81015	33	0	42
2019.08.26	13:36:00	1.81015	1.81048	1.81012	1.81024	69	0	37
2019.08.26	13:37:00	1.81019	1.81021	1.80965	1.80973	40	0	37
2019.08.26	13:38:00	1.80976	1.81029	1.80976	1.81019	46	0	34
2019.08.26	13:39:00	1.81020	1.81025	1.80991	1.81000	28	0	38
2019.08.26	13:40:00	1.81003	1.81012	1.81001	1.81012	31	0	35
2019.08.26	13:41:00	1.81012	1.81045	1.81007	1.81045	34	0	38
2019.08.26	13:42:00	1.81045	1.81045	1.81018	1.81038	38	0	40
2019.08.26	13:43:00	1.81045	1.81071	1.81044	1.81067	50	0	40
2019.08.26	13:44:00	1.81067	1.81071	1.80971	1.80971	76	0	39
2019.08.26	13:45:00	1.80976	1.80986	1.80963	1.80974	73	0	41
2019.08.26	13:46:00	1.80971	1.80993	1.80954	1.80985	86	0	36
2019.08.26	13:47:00	1.80985	1.81006	1.80964	1.80970	55	0	35
2019.08.26	13:48:00	1.80969	1.80982	1.80921	1.80934	77	0	37
2019.08.26	13:49:00	1.80934	1.80956	1.80901	1.80904	111	0	32
2019.08.26	13:50:00	1.80904	1.80934	1.80902	1.80904	69	0	38
2019.08.26	13:51:00	1.80900	1.80911	1.80886	1.80889	68	0	37
2019.08.26	13:52:00	1.80888	1.80943	1.80878	1.80943	54	0	31
2019.08.26	13:53:00	1.80937	1.80960	1.80931	1.80950	71	0	36
2019.08.26	13:54:00	1.80948	1.80957	1.80941	1.80953	55	0	35
2019.08.26	13:55:00	1.80952	1.81003	1.80952	1.80972	126	0	31
2019.08.26	13:56:00	1.80972	1.80979	1.80960	1.80961	69	0	39
2019.08.26	13:57:00	1.80967	1.80968	1.80933	1.80943	57	0	40
2019.08.26	13:58:00	1.80943	1.80946	1.80878	1.80889	43	0	41
2019.08.26	13:59:00	1.80889	1.80896	1.80856	1.80871	56	0	36
2019.08.26	14:00:00	1.80877	1.80887	1.80846	1.80850	77	0	36
2019.08.26	14:01:00	1.80847	1.80856	1.80827	1.80829	55	0	33
2019.08.26	14:02:00	1.80830	1.80865	1.80830	1.80865	59	0	37
2019.08.26	14:03:00	1.80862	1.80862	1.80781	1.80798	52	0	30
2019.08.26	14:04:00	1.80794	1.80799	1.80760	1.80780	62	0	36
2019.08.26	14:05:00	1.80780	1.80806	1.80772	1.80797	58	0	37
2019.08.26	14:06:00	1.80792	1.80815	1.80770	1.80802	82	0	38
2019.08.26	14:07:00	1.80799	1.80847	1.80798	1.80836	78	0	30
2019.08.26	14:08:00	1.80836	1.80837	1.80790	1.80790	70	0	37
2019.08.26	14:09:00	1.80790	1.80807	1.80778	1.80807	43	0	38
2019.08.26	14:10:00	1.80805	1.80810	1.80757	1.80759	61	0	36
2019.08.26	14:11:00	1.80760	1.80787	1.80749	1.80787	72	0	37
2019.08.26	14:12:00	1.80785	1.80817	1.80776	1.80794	83	0	34
2019.08.26	14:13:00	1.80792	1.80843	1.80792	1.80825	68	0	38
2019.08.26	14:14:00	1.80829	1.80842	1.80813	1.80841	49	0	36
2019.08.26	14:15:00	1.80842	1.80867	1.80836	1.80851	75	0	36
2019.08.26	14:16:00	1.80852	1.80882	1.80840	1.80882	54	0	32
2019.08.26	14:17:00	1.80883	1.80903	1.80865	1.80899	49	0	30
2019.08.26	14:18:00	1.80899	1.80901	1.80859	1.80859	38	0	33
2019.08.26	14:19:00	1.80858	1.80875	1.80851	1.80861	37	0	34
2019.08.26	14:20:00	1.80861	1.80866	1.80811	1.80816	63	0	35
2019.08.26	14:21:00	1.80816	1.80838	1.80801	1.80828	62	0	33
2019.08.26	14:22:00	1.80828	1.80864	1.80822	1.80855	61	0	31
2019.08.26	14:23:00	1.80865	1.80894	1.80864	1.80883	55	0	35
2019.08.26	14:24:00	1.80883	1.80892	1.80855	1.80863	51	0	30
2019.08.26	14:25:00	1.80863	1.80879	1.80858	1.80868	60	0	33
2019.08.26	14:26:00	1.80872	1.80905	1.80868	1.80876	66	0	38
2019.08.26	14:27:00	1.80876	1.80886	1.80856	1.80860	48	0	36
2019.08.26	14:28:00	1.80860	1.80864	1.80846	1.80855	32	0	37
2019.08.26	14:29:00	1.80863	1.80875	1.80830	1.80833	50	0	36
2019.08.26	14:30:00	1.80830	1.80833	1.80795	1.80798	33	0	39
2019.08.26	14:31:00	1.80802	1.80870	1.80800	1.80870	50	0	38
2019.08.26	14:32:00	1.80869	1.80869	1.80844	1.80850	36	0	37
2019.08.26	14:33:00	1.80850	1.80877	1.80844	1.80875	34	0	33
2019.08.26	14:34:00	1.80869	1.80885	1.80843	1.80845	23	0	40
2019.08.26	14:35:00	1.80848	1.80848	1.80813	1.80819	13	0	39
2019.08.26	14:36:00	1.80834	1.80841	1.80800	1.80808	49	0	37
2019.08.26	14:37:00	1.80811	1.80829	1.80806	1.80825	52	0	33
2019.08.26	14:38:00	1.80825	1.80825	1.80808	1.80808	51	0	36
2019.08.26	14:39:00	1.80809	1.80809	1.80793	1.80798	39	0	37
2019.08.26	14:40:00	1.80797	1.80815	1.80790	1.80804	57	0	32
2019.08.26	14:41:00	1.80807	1.80814	1.80790	1.80798	54	0	32
2019.08.26	14:42:00	1.80796	1.80818	1.80796	1.80807	44	0	33
2019.08.26	14:43:00	1.80803	1.80832	1.80802	1.80819	48	0	34
2019.08.26	14:44:00	1.80819	1.80830	1.80794	1.80827	60	0	38
2019.08.26	14:45:00	1.80827	1.80830	1.80810	1.80828	47	0	40
2019.08.26	14:46:00	1.80828	1.80837	1.80823	1.80826	38	0	35
2019.08.26	14:47:00	1.80826	1.80839	1.80814	1.80835	53	0	34
2019.08.26	14:48:00	1.80835	1.80839	1.80823	1.80832	32	0	38
2019.08.26	14:49:00	1.80829	1.80859	1.80821	1.80859	40	0	37
2019.08.26	14:50:00	1.80859	1.80868	1.80840	1.80846	34	0	37
2019.08.26	14:51:00	1.80843	1.80857	1.80843	1.80848	28	0	39
2019.08.26	14:52:00	1.80852	1.80858	1.80844	1.80853	53	0	35
2019.08.26	14:53:00	1.80855	1.80880	1.80851	1.80872	26	0	34
2019.08.26	14:54:00	1.80872	1.80883	1.80861	1.80870	49	0	38
2019.08.26	14:55:00	1.80870	1.80873	1.80844	1.80845	48	0	38
2019.08.26	14:56:00	1.80845	1.80886	1.80842	1.80885	56	0	37
2019.08.26	14:57:00	1.80885	1.80932	1.80879	1.80925	56	0	38
2019.08.26	14:58:00	1.80925	1.80947	1.80920	1.80922	50	0	38
2019.08.26	14:59:00	1.80922	1.80928	1.80901	1.80906	48	0	36
2019.08.26	15:00:00	1.80917	1.80920	1.80869	1.80907	77	0	30
2019.08.26	15:01:00	1.80898	1.80937	1.80898	1.80936	89	0	38
2019.08.26	15:02:00	1.80936	1.80959	1.80935	1.80945	79	0	38
2019.08.26	15:03:00	1.80945	1.80958	1.80934	1.80951	48	0	40
2019.08.26	15:04:00	1.80951	1.80951	1.80929	1.80929	89	0	35
2019.08.26	15:05:00	1.80929	1.80934	1.80911	1.80915	83	0	37
2019.08.26	15:06:00	1.80913	1.80924	1.80883	1.80896	88	0	39
2019.08.26	15:07:00	1.80896	1.80911	1.80895	1.80904	60	0	36
2019.08.26	15:08:00	1.80907	1.80911	1.80890	1.80897	74	0	39
2019.08.26	15:09:00	1.80909	1.80927	1.80889	1.80909	90	0	34
2019.08.26	15:10:00	1.80908	1.80922	1.80903	1.80911	55	0	39
2019.08.26	15:11:00	1.80906	1.80920	1.80899	1.80912	42	0	38
2019.08.26	15:12:00	1.80912	1.80941	1.80909	1.80932	37	0	36
2019.08.26	15:13:00	1.80932	1.80940	1.80929	1.80937	31	0	32
2019.08.26	15:14:00	1.80937	1.80937	1.80896	1.80906	44	0	30
2019.08.26	15:15:00	1.80906	1.80912	1.80894	1.80897	43	0	34
2019.08.26	15:16:00	1.80897	1.80905	1.80892	1.80901	20	0	35
2019.08.26	15:17:00	1.80901	1.80912	1.80891	1.80901	36	0	37
2019.08.26	15:18:00	1.80910	1.80914	1.80898	1.80911	53	0	35
2019.08.26	15:19:00	1.80908	1.80908	1.80868	1.80868	50	0	34
2019.08.26	15:20:00	1.80871	1.80880	1.80846	1.80869	71	0	35
2019.08.26	15:21:00	1.80877	1.80906	1.80867	1.80904	48	0	37
2019.08.26	15:22:00	1.80904	1.80916	1.80890	1.80916	39	0	39
2019.08.26	15:23:00	1.80916	1.80920	1.80900	1.80918	28	0	39
2019.08.26	15:24:00	1.80917	1.80917	1.80888	1.80891	26	0	39
2019.08.26	15:25:00	1.80891	1.80905	1.80863	1.80882	79	0	35
2019.08.26	15:26:00	1.80882	1.80894	1.80874	1.80878	21	0	40
2019.08.26	15:27:00	1.80878	1.80878	1.80865	1.80871	14	0	40
2019.08.26	15:28:00	1.80870	1.80871	1.80843	1.80853	23	0	42
2019.08.26	15:29:00	1.80853	1.80896	1.80834	1.80889	55	0	42
2019.08.26	15:30:00	1.80872	1.80891	1.80854	1.80891	56	0	44
2019.08.26	15:31:00	1.80888	1.80909	1.80886	1.80908	43	0	37
2019.08.26	15:32:00	1.80908	1.80915	1.80906	1.80910	21	0	36
2019.08.26	15:33:00	1.80906	1.80921	1.80887	1.80904	76	0	33
2019.08.26	15:34:00	1.80899	1.80918	1.80894	1.80904	89	0	36
2019.08.26	15:35:00	1.80900	1.80919	1.80847	1.80857	89	0	35
2019.08.26	15:36:00	1.80856	1.80861	1.80830	1.80835	68	0	39
2019.08.26	15:37:00	1.80840	1.80868	1.80820	1.80863	90	0	40
2019.08.26	15:38:00	1.80866	1.80893	1.80851	1.80882	82	0	40
2019.08.26	15:39:00	1.80881	1.80883	1.80849	1.80867	72	0	39
2019.08.26	15:40:00	1.80867	1.80890	1.80862	1.80865	109	0	38
2019.08.26	15:41:00	1.80865	1.80895	1.80857	1.80894	74	0	37
2019.08.26	15:42:00	1.80893	1.80909	1.80880	1.80895	45	0	38
2019.08.26	15:43:00	1.80895	1.80895	1.80887	1.80892	23	0	39
2019.08.26	15:44:00	1.80895	1.80919	1.80881	1.80910	66	0	36
2019.08.26	15:45:00	1.80909	1.80916	1.80899	1.80913	43	0	36
2019.08.26	15:46:00	1.80912	1.80919	1.80869	1.80873	34	0	32
2019.08.26	15:47:00	1.80875	1.80894	1.80827	1.80836	62	0	37
2019.08.26	15:48:00	1.80836	1.80940	1.80831	1.80932	81	0	33
2019.08.26	15:49:00	1.80932	1.80938	1.80887	1.80888	50	0	35
2019.08.26	15:50:00	1.80888	1.80889	1.80829	1.80836	40	0	39
2019.08.26	15:51:00	1.80834	1.80849	1.80814	1.80815	63	0	37
2019.08.26	15:52:00	1.80815	1.80845	1.80802	1.80845	62	0	38
2019.08.26	15:53:00	1.80845	1.80871	1.80838	1.80866	68	0	30
2019.08.26	15:54:00	1.80861	1.80869	1.80858	1.80865	60	0	33
2019.08.26	15:55:00	1.80867	1.80868	1.80839	1.80849	65	0	31
2019.08.26	15:56:00	1.80849	1.80899	1.80849	1.80886	54	0	34
2019.08.26	15:57:00	1.80891	1.80895	1.80717	1.80787	149	0	35
2019.08.26	15:58:00	1.80777	1.80826	1.80775	1.80788	152	0	40
2019.08.26	15:59:00	1.80792	1.80860	1.80792	1.80836	144	0	38
2019.08.26	16:00:00	1.80833	1.80875	1.80820	1.80847	117	0	30
2019.08.26	16:01:00	1.80843	1.80853	1.80814	1.80834	77	0	38
2019.08.26	16:02:00	1.80833	1.80857	1.80822	1.80856	90	0	34
2019.08.26	16:03:00	1.80856	1.80906	1.80851	1.80882	78	0	37
2019.08.26	16:04:00	1.80882	1.80894	1.80848	1.80870	56	0	34
2019.08.26	16:05:00	1.80870	1.80934	1.80870	1.80919	53	0	39
2019.08.26	16:06:00	1.80918	1.80938	1.80912	1.80936	65	0	39
2019.08.26	16:07:00	1.80935	1.80963	1.80933	1.80963	71	0	39
2019.08.26	16:08:00	1.80963	1.80966	1.80938	1.80945	71	0	37
2019.08.26	16:09:00	1.80943	1.80975	1.80941	1.80971	63	0	38
2019.08.26	16:10:00	1.80967	1.81006	1.80966	1.80986	95	0	35
2019.08.26	16:11:00	1.80986	1.81005	1.80958	1.80963	83	0	36
2019.08.26	16:12:00	1.80959	1.80970	1.80922	1.80956	66	0	34
2019.08.26	16:13:00	1.80959	1.80961	1.80924	1.80952	93	0	37
2019.08.26	16:14:00	1.80947	1.81009	1.80942	1.80979	59	0	38
2019.08.26	16:15:00	1.80979	1.80984	1.80958	1.80978	53	0	37
2019.08.26	16:16:00	1.80978	1.81034	1.80961	1.81016	71	0	36
2019.08.26	16:17:00	1.81018	1.81028	1.81002	1.81016	75	0	33
2019.08.26	16:18:00	1.81024	1.81041	1.81019	1.81032	25	0	34
2019.08.26	16:19:00	1.81032	1.81049	1.81008	1.81012	47	0	34
2019.08.26	16:20:00	1.81012	1.81031	1.80988	1.81006	79	0	33
2019.08.26	16:21:00	1.81004	1.81007	1.80965	1.80986	72	0	31
2019.08.26	16:22:00	1.80983	1.80997	1.80969	1.80970	68	0	35
2019.08.26	16:23:00	1.80970	1.80974	1.80924	1.80927	77	0	36
2019.08.26	16:24:00	1.80927	1.80952	1.80916	1.80940	60	0	36
2019.08.26	16:25:00	1.80941	1.80965	1.80932	1.80940	49	0	37
2019.08.26	16:26:00	1.80941	1.80959	1.80936	1.80944	69	0	38
2019.08.26	16:27:00	1.80944	1.80948	1.80913	1.80934	59	0	39
2019.08.26	16:28:00	1.80934	1.80958	1.80878	1.80881	92	0	39
2019.08.26	16:29:00	1.80881	1.80911	1.80877	1.80906	69	0	36
2019.08.26	16:30:00	1.80898	1.80913	1.80862	1.80875	87	0	33
2019.08.26	16:31:00	1.80888	1.80893	1.80821	1.80821	99	0	33
2019.08.26	16:32:00	1.80821	1.80833	1.80768	1.80781	121	0	35
2019.08.26	16:33:00	1.80775	1.80835	1.80759	1.80826	121	0	31
2019.08.26	16:34:00	1.80832	1.80851	1.80783	1.80824	139	0	31
2019.08.26	16:35:00	1.80823	1.80852	1.80803	1.80807	116	0	32
2019.08.26	16:36:00	1.80809	1.80831	1.80792	1.80809	114	0	34
2019.08.26	16:37:00	1.80815	1.80903	1.80800	1.80896	114	0	32
2019.08.26	16:38:00	1.80897	1.80918	1.80835	1.80851	141	0	30
2019.08.26	16:39:00	1.80842	1.80873	1.80842	1.80852	144	0	32
2019.08.26	16:40:00	1.80849	1.80885	1.80843	1.80868	117	0	36
2019.08.26	16:41:00	1.80868	1.80870	1.80821	1.80821	70	0	37
